onset	duration	trial_type	response_time	stim_file	TODO -- fill in rows and add more tab-separated columns if desired
0.0	17.983000000000004	T:	n/a	n/a	n/a
17.983000000000004	12.107000000000028	RV1.0:	n/a	tv_rec.mp4	n/a
30.090000000000032	12.049999999999956	RV1.1:	n/a	altar_roomrec.mp4	n/a
42.13999999999999	12.002000000000066	RV1.2:	n/a	humans_roomrec.mp4	n/a
54.14200000000005	11.99899999999991	RV1.3:	n/a	antiques_rec.mp4	n/a
66.14099999999996	11.98300000000006	RV1.4:	n/a	firepit_roomrec.mp4	n/a
78.12400000000002	12.000999999999976	RV1.5:	n/a	storage_rec.mp4	n/a
90.125	12.000999999999976	RV1.6:	n/a	ruins_roomrec.mp4	n/a
102.12599999999998	11.999000000000024	RV1.7:	n/a	crystals_roomrec.mp4	n/a
114.125	12.002000000000066	RV1.8:	n/a	island_rec.mp4	n/a
126.12700000000008	11.99899999999991	RV1.9:	n/a	chess_roomrec.mp4	n/a
138.12599999999998	12.003000000000045	RV1.10:	n/a	texture_roomrec.mp4	n/a
150.12900000000002	11.999000000000024	RV1.11:	n/a	pc_rec.mp4	n/a
162.12800000000004	12.001999999999953	RV1.12:	n/a	empty_roomrec.mp4	n/a
174.13	11.999000000000024	RV1.13:	n/a	cats_roomrec.mp4	n/a
186.129	12.000999999999976	RV1.14:	n/a	bday_roomrec.mp4	n/a
198.13	12.002000000000066	RV1.15:	n/a	tools_rec.mp4	n/a
210.1320000000001	12.001999999999953	RV1.16:	n/a	clocks_roomrec.mp4	n/a
222.134	11.995000000000005	RV1.17:	n/a	applecrate_roomrec.mp4	n/a
234.129	12.001999999999953	RV1.18:	n/a	paint_rec.mp4	n/a
246.131	12.008000000000038	RV1.19:	n/a	bedroom_rec.mp4	n/a
258.139	11.994000000000028	RV1.20:	n/a	space_rec.mp4	n/a
270.13300000000004	12.006999999999948	RV1.21:	n/a	class_rec.mp4	n/a
282.14	17.014999999999986	RV1.22:	n/a	candy_rec.mp4	n/a
299.155	n/a	PT:	n/a	n/a	n/a
